cov_n100,len_n100,cov_n200,len_n200,cov_n300,len_n300,cov_n500,len_n500,cov_n800,len_n800,cov_n1200,len_n1200,cov_n1500,len_n1500
1,51.32071026,1,32.66578893,1,23.96082632,1,23.30720442,1,23.84727553,1,22.28869548,1,30.23654909
1,42.45092566,0,36.74480919,1,21.4675087,1,27.97199565,1,24.45826074,1,30.08823566,1,23.75941093
1,47.63757099,1,24.20355849,1,30.13536331,1,31.76492477,1,29.95824664,1,29.19910595,1,24.46421506
1,48.24882052,1,23.82792607,1,29.33833461,1,21.59632114,1,22.38902691,0,25.33179201,1,30.66442457
1,41.5815678,1,29.58496514,1,34.71959727,1,23.49305032,1,23.72190571,1,20.56489442,1,32.98964453
1,47.1960509,1,27.09964221,1,22.49689429,1,20.96931412,1,22.23527935,1,35.52554557,1,22.95428162
1,53.40659303,1,31.438356,1,25.06500426,1,23.59126037,1,21.14855481,1,23.15422786,1,21.79240831
1,59.05057954,1,35.00855585,1,27.62487032,1,30.96474634,1,23.60451267,1,25.9602984,1,20.89519446
1,37.06457329,1,25.54039761,1,26.86633407,1,30.97258239,1,24.92694512,1,20.80947914,1,28.37906521
1,48.69974665,1,30.63955713,1,31.56473725,1,22.55905282,1,35.77313282,1,25.98146479,1,22.21639221
1,25.28394341,1,31.21792004,1,26.66580969,1,30.526872,1,25.37001283,1,32.5469743,1,23.10362503
1,44.41222427,1,23.61238186,1,22.54773748,1,31.37736028,1,32.0990799,1,23.51680234,1,22.61203182
1,38.67421388,1,23.60082674,1,21.93327899,1,22.02358616,1,22.53268999,1,21.27508256,1,22.79590704
1,43.51201256,1,28.73999141,1,34.12897155,1,25.77317422,0,22.58447003,1,23.11021886,1,26.90465563
1,46.547763,1,30.66411119,1,29.37139321,1,33.61359776,1,23.41937928,1,21.07795734,1,21.02065966
1,40.25183616,1,27.07401821,1,21.09685205,1,21.80879377,1,21.7982394,1,24.5030029,1,22.68891731
1,35.00179151,1,28.25488717,1,22.96258772,1,20.26402125,1,21.07980551,1,23.78781198,1,22.773644
1,39.10790041,0,19.46841579,0,27.83714309,1,21.78173035,1,31.26034623,0,24.12318496,1,21.33013444
1,34.28443938,1,30.48703816,0,21.63879056,0,24.55039355,1,23.24200151,1,22.57855582,1,23.34626459
1,43.24726844,1,31.14403266,1,28.72187047,1,21.79178044,1,23.48404501,1,21.32164203,1,23.29905673
1,45.77994611,1,28.24747238,1,34.90669685,1,36.17544925,0,23.20382479,1,27.79832611,1,34.53229403
1,40.68040128,1,27.13383413,1,31.39814265,1,22.48679945,1,23.79499561,1,22.47652669,1,24.74044287
1,44.22086453,1,31.36456424,1,28.99658975,1,23.49129321,1,24.83808898,1,21.18834762,1,23.40573685
1,37.48056308,1,31.5176157,0,25.20590023,1,20.76310215,1,21.99338648,1,39.83506633,1,22.30032664
1,35.55824743,1,27.31427195,1,30.53641289,1,23.76674447,1,23.43796554,1,20.58694742,1,24.31151085
1,47.19772285,1,28.82647131,1,29.45879771,1,30.76086161,1,22.16668445,1,23.63383571,1,20.84568424
1,33.71196529,1,23.40114115,1,28.54383821,1,26.78982791,1,24.38500166,1,29.69834721,1,22.53034615
1,37.24335776,1,20.85253462,1,27.59903528,1,22.79522906,1,23.32999542,1,20.79457491,1,24.57177848
1,37.56657735,1,34.82321719,1,20.95134317,1,30.49504067,1,21.95121377,1,22.95608598,0,23.38458503
1,41.62076229,1,28.74042755,0,19.9910656,1,22.0939527,1,29.15132272,1,21.70093047,0,21.39881384
1,40.01167514,1,23.31802603,1,21.34331914,1,34.7075974,1,24.99104702,1,28.03984024,1,22.55308961
1,33.09410868,1,34.14738846,1,22.60778135,1,30.69191363,1,24.28348421,1,23.82769791,1,30.60780361
0,42.0237738,1,24.39088971,1,28.17886147,1,24.71624619,1,30.25965945,1,24.36840252,1,24.57737153
1,39.38088247,1,24.16875423,1,26.97425088,1,23.74224857,1,21.0826438,1,21.53709979,1,21.94107329
1,40.12236253,1,28.73524385,1,34.84371335,1,30.83257619,1,22.64755352,1,22.16469707,1,32.37314491
1,35.71533214,1,36.84780062,1,27.98461424,1,29.58471274,1,34.22315813,1,21.72423844,1,23.53837396
1,45.1284988,1,27.65669836,1,27.4029979,1,24.38710749,1,23.14747245,1,30.44444723,1,22.54487547
1,24.6587763,1,30.71146276,1,20.97080211,1,32.32780057,1,28.56473636,1,23.05943021,1,29.40233833
1,33.85266275,1,33.22425453,1,22.63763029,1,27.08539481,1,23.80390456,1,24.12606391,1,22.35640442
1,37.07467485,1,24.84028373,1,19.70112011,1,22.66248338,1,24.3501205,1,19.95037818,1,30.05960523
1,45.79741909,1,27.87692489,1,25.57425476,1,22.10920247,1,23.91324999,1,33.54369589,1,21.80260136
1,39.54144521,1,36.07223467,1,33.52884891,0,38.43071899,1,22.8270442,1,22.90629893,1,23.73093007
1,54.37328688,1,35.2427847,1,19.615927,1,27.8532524,1,22.81070053,1,23.15852347,1,23.59984817
1,40.56816966,1,33.55187547,1,25.66496974,1,20.2632201,0,22.41177159,1,20.88978286,1,22.23347155
1,48.41557304,1,40.25166107,1,22.32240772,1,19.77924993,1,30.9648581,1,25.44837261,1,23.20489765
1,33.7463699,1,34.94710526,1,35.83625842,1,26.10151604,1,33.5321581,1,23.84670336,1,22.53086184
1,37.62968074,1,34.62338485,1,29.15258112,1,30.34017012,1,37.06901812,1,30.47575656,1,26.1392219
1,40.45761094,1,36.17021563,1,29.49621756,1,21.95787264,1,24.46099035,1,23.61284925,1,24.54859001
1,44.99116808,1,29.25994703,1,28.73360475,1,28.36440237,1,23.33505405,1,25.41054877,1,23.30162374
1,56.21045554,1,22.16438064,1,28.87556165,1,28.36534713,0,22.66040467,1,29.85588077,1,23.44099606
0,42.15581676,1,25.80553694,1,31.95417576,1,22.52015316,1,20.99366561,1,22.14619809,1,24.61817387
1,44.10059668,1,29.7117571,1,32.15718144,0,26.70255992,0,27.2258762,1,21.35495826,1,23.62871206
1,39.29227714,1,27.62999752,1,28.84180224,1,32.22999914,0,23.02586715,1,22.79845736,1,21.4702956
1,31.55164827,1,23.9904649,1,29.4171,0,22.28447708,1,22.49462545,1,21.87309231,1,22.62945989
1,29.3102747,1,35.32616449,1,21.53263905,1,24.4308109,1,22.57471728,0,24.63704869,0,30.57128365
1,35.51235086,1,26.14432827,1,28.4723192,1,26.68133588,1,23.31852867,1,21.14642558,1,22.70635375
1,37.48522574,1,27.92752037,1,31.79618328,1,23.73512962,1,22.60138463,1,30.71732259,1,22.42200486
1,48.31822113,1,23.30901921,1,22.35525233,1,21.46262682,1,30.33430222,1,25.92342835,1,30.41758984
1,41.78928706,1,27.9821477,1,27.00892073,1,21.75250613,1,26.65932599,1,24.42583035,1,24.00805305
1,46.96845996,1,35.03771543,1,28.95926184,1,29.64587426,1,24.20325929,1,22.68817697,1,23.68918162
1,40.06197231,1,24.42609401,0,30.8675984,0,28.77878115,1,21.78310472,1,21.33176559,1,25.49975055
1,37.27205131,1,28.94959212,1,28.16186732,1,30.61736596,1,21.28268695,1,20.80559675,1,22.11876398
1,43.232909,1,33.00195868,1,30.60626601,0,24.43522461,0,21.22158702,1,22.72095031,1,23.54340389
1,36.64275507,1,33.09921878,1,29.98649676,1,21.28335051,1,32.88670727,1,22.85289059,1,25.72660216
1,38.65243065,1,30.5901041,1,26.88185566,1,23.14465786,1,36.51063443,1,24.70300552,1,23.28008293
1,39.43463674,1,34.68525181,0,21.8470028,1,30.79717906,1,20.24998632,1,22.46602251,1,22.34504065
1,40.4697187,1,25.93548959,1,36.23869069,1,29.97054925,1,20.58899869,1,30.71122985,1,25.87128618
1,67.87302656,1,32.23635802,1,23.49336324,1,30.63087268,1,26.33702593,1,26.33553752,1,22.42247769
1,40.49725841,1,35.3105318,1,21.21720047,0,27.99775097,1,20.39475087,1,32.97324225,1,24.41069463
1,37.69507002,1,25.45212883,1,23.63035476,1,21.08777237,1,20.89765736,1,22.71733034,1,24.20237436
1,44.54857612,1,21.4747153,1,19.91179016,1,29.5040075,1,23.80539745,1,21.1083781,1,23.13561591
1,35.94644699,1,31.68608855,1,29.031171,1,32.47266947,1,21.03044357,1,30.32025825,1,23.70816251
1,43.57937332,1,28.42843756,1,22.36856549,0,22.6635494,1,21.90437833,1,23.22878717,1,20.6869328
1,31.6315655,1,38.06031268,1,25.9392625,1,20.71219206,1,28.08208423,1,32.6893391,1,32.37828062
1,40.81116112,1,28.45878766,1,42.13592995,1,37.14524067,1,22.93990053,1,30.42832753,1,24.34248307
1,40.36871761,1,40.27595622,1,32.71550412,1,29.66368,1,25.77098542,1,22.34561158,1,20.36701025
1,43.46102685,1,31.32839352,1,23.14707547,1,24.19109287,1,29.48493529,1,23.62220898,1,32.0003279
1,49.76604692,1,35.83509257,1,30.47168658,1,23.44490462,0,24.47218981,1,26.4300569,1,20.20187582
