cov_n100,len_n100,cov_n200,len_n200,cov_n300,len_n300,cov_n500,len_n500,cov_n800,len_n800,cov_n1200,len_n1200,cov_n1500,len_n1500
1,54.15982005,1,24.24021263,0,32.36855309,1,27.83388277,1,21.50625345,1,21.84206831,0,18.2582317
1,51.15328705,1,39.30391672,1,34.86625629,1,32.83915956,1,16.85227788,1,19.03185939,1,30.19264942
1,51.2528567,1,51.97838605,1,14.77434194,1,19.44369679,1,25.55275173,1,17.04839786,1,27.8259051
1,73.07157151,1,33.64366399,1,33.59448932,1,29.77855752,1,22.93767083,0,16.43037472,1,42.86072413
1,49.10148853,1,32.74724854,1,26.13664694,1,24.15787257,1,35.00847061,1,30.22916777,1,29.36751523
1,57.4777021,1,25.97849228,1,47.74381563,1,20.47397252,1,30.90175544,1,28.08348448,1,19.4783782
1,72.58033814,1,28.94770826,1,37.59020979,1,46.21067875,1,20.00840363,1,19.312671,1,19.19485831
1,27.78609835,1,37.59949796,1,27.2548028,1,28.69901983,1,39.20653145,1,27.58343044,1,41.55231679
1,48.76525543,1,18.76724473,1,30.82572893,0,35.03407644,1,27.79375527,1,31.27374766,1,17.71146463
1,58.04997132,1,34.61760913,1,31.37184144,1,18.68473943,1,24.09422881,1,19.49791184,0,20.38506027
1,43.92770026,1,48.99420343,1,30.92100832,1,31.97830639,1,30.6376836,1,20.87597822,1,18.53505396
1,43.03434515,1,36.2914016,1,59.01314729,1,20.47408058,1,29.01103722,1,31.36123714,1,16.68019971
1,28.90355102,1,51.36987773,1,22.28903449,1,17.8434327,1,27.17851843,1,26.11762188,0,20.08827282
1,44.24554226,1,38.80891985,0,50.94961954,0,25.3687363,1,19.10100723,1,34.91863569,1,46.80584147
1,35.00214131,1,40.2467648,1,19.26795194,0,17.06280351,1,47.29827052,1,18.44057474,1,21.47626168
1,65.36902783,1,27.51734055,1,35.76428221,1,28.12996343,1,23.25657398,1,21.43869718,1,18.60805944
1,81.38159428,1,35.31281802,1,38.65809274,0,17.6091097,1,19.96733366,1,30.06298738,1,30.4138164
1,38.21574364,1,38.79999159,1,29.67816298,1,29.43096345,1,22.65793027,1,34.47546484,1,23.70517815
0,59.70309217,1,32.82976587,1,40.55127201,1,44.94384666,1,33.57552837,1,34.06641149,1,18.93814345
1,45.51107418,1,42.5713393,1,38.49385112,1,29.19443744,1,19.57575914,1,22.4736851,1,31.76791869
1,52.69335669,1,30.3518779,1,28.68985656,1,20.33745821,1,20.24466274,1,23.28997218,0,39.15737245
1,35.68516729,1,32.97664934,1,43.59437793,1,23.2097581,1,20.93245609,1,28.44345131,0,22.47001807
1,40.45650127,1,50.99131554,1,36.04164314,1,18.9484764,1,33.96499985,1,16.91784719,1,34.11715444
1,30.80327649,1,44.02728916,1,28.58459069,1,19.94255968,1,28.91844916,1,19.63941361,0,15.53455335
1,29.04423255,1,36.99240182,1,24.179993,1,41.49566892,1,18.66960766,1,20.42807585,1,20.60462876
1,38.78116175,1,44.79016821,1,20.80073064,1,31.19976248,1,17.98327897,1,25.73285758,1,18.1541958
1,30.19595977,1,30.3037699,1,25.80098794,1,36.39078599,1,22.72559805,1,17.75578807,1,19.85451098
1,51.92848848,1,31.20368666,1,30.23332476,1,35.52755248,1,19.32189102,1,56.10586715,0,19.51155569
1,45.5353702,1,18.01772114,1,40.90617104,1,27.64870497,1,35.30997539,1,18.07678709,1,18.63149325
1,34.77543019,1,49.4311713,1,35.26145448,1,23.34701284,1,19.41829189,1,33.12179727,1,20.40372321
1,38.46215381,1,45.61630146,1,32.15349104,1,30.01487357,1,37.00967294,1,32.8937315,1,15.15204942
1,50.47667564,1,34.25909038,1,24.08753271,1,22.8855593,1,21.52176539,1,21.70352366,1,19.5696969
1,49.90469559,1,34.60543586,0,23.81169201,1,21.62155812,1,26.67754448,0,27.53019692,1,18.86056756
1,34.50810131,1,49.03796588,1,28.71232923,1,25.78118491,1,29.73308393,1,29.29451785,1,21.46050493
1,48.73227152,1,31.47543296,1,38.59323741,1,33.28004773,1,28.27759616,1,33.54129278,0,25.62395081
1,41.23954114,1,31.83941718,1,21.46125536,1,28.86536401,1,19.77961805,1,21.58602885,1,19.76863696
